ID_1	ISSN	ShortName	LongName	Year	SciSS	ISI_Category	ISI	ImpactFactor	IF_percentile	Citation_2yr	Article_2yr	Citation_ALL	Eigenfactor	EF_percentile	ArticleInfluence	AI_percentile	Citation_5yr	SelfCitation_5yr	Article_5yr	Notes	ID_2	RowUpdate	CatName	CatID	Price	Country	First_Pub	Publisher	normPrice	CE	EFn
NULL	0022-2429	J MARKETING	JOURNAL OF MARKETING	2014	SS	DI	ISI	NULL	NULL	NULL	NULL	NULL	0.0147503	0.879018	3.55912	0.976161	1661	NULL	261	NULL	0	2016-02-10 17:40:35	MARKETING	122	300.00	United-States	1934	American-Marketing-Association	NULL	NULL	1.65204
NULL	0022-2437	J MARKETING RES	JOURNAL OF MARKETING RESEARCH	2014	SS	DI	ISI	NULL	NULL	NULL	NULL	NULL	0.0163094	0.891161	2.82952	0.964911	1214	NULL	363	NULL	0	2016-02-10 17:40:35	MARKETING	122	300.00	United-States	1964	American-Marketing-Association	NULL	NULL	1.82666
NULL	0022-2445	J MARRIAGE FAM	JOURNAL OF MARRIAGE AND FAMILY	2014	SS	JO XA	ISI	NULL	NULL	NULL	NULL	NULL	0.0103347	0.831786	1.57209	0.906071	1150	NULL	414	NULL	0	2016-02-10 17:40:35	SOCIOLOGY	19	947.00	United-States	1939	Blackwell-Publishing,-Inc	NULL	NULL	1.15748
NULL	1077-6990	J MASS COMMUN Q	JOURNALISM & MASS COMMUNICATION QUARTERLY	2014	SS	EU	ISI	NULL	NULL	NULL	NULL	NULL	0.00168045	0.437232	0.615289	0.589196	179	NULL	172	NULL	0	2016-02-10 17:40:35	NULL	0	160.00	United-States	1924	Association-for-Education-in-Journalism-and-Mass-Communication	NULL	NULL	0.188211
NULL	0890-0523	J MASS MEDIA ETHICS	Journal of Mass Media Ethics	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000259138	0.0838393	0.18133	0.172946	25	NULL	90	NULL	0	2016-02-10 17:40:35	NULL	0	0.00		0		NULL	NULL	0.0290235
NULL	1076-5174	J MASS SPECTROM	JOURNAL OF MASS SPECTROMETRY	2014	Sci	DA EE XQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00981882	0.824643	0.788723	0.700714	1938	NULL	784	NULL	0	2016-02-10 17:40:35	NULL	0	8735.00	United-Kingdom	1968	John-Wiley-&-Sons-Ltd-	NULL	NULL	1.09971
NULL	1359-1835	J MAT CULT	JOURNAL OF MATERIAL CULTURE	2014	SS	BF	ISI	NULL	NULL	NULL	NULL	NULL	0.000618822	0.202946	0.397668	0.405268	44	NULL	98	NULL	0	2016-02-10 17:40:35	ANTHROPOLOGY	51	793.00	United-Kingdom	1996	Sage-Publications-Ltd-	NULL	NULL	0.0693081
NULL	2050-7488	J MATER CHEM A	Journal of Materials Chemistry A	2014	NULL	EI	ISI	NULL	NULL	NULL	NULL	NULL	0.044319	0.966071	1.45748	0.893571	12017	NULL	1915	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	NULL	NULL	NULL	NULL	NULL	NULL	4.96372
NULL	2050-750X	J MATER CHEM B	Journal of Materials Chemistry B	2014	NULL	QE	ISI	NULL	NULL	NULL	NULL	NULL	0.00974161	0.823214	0.871444	0.743393	2816	NULL	704	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	NULL	NULL	NULL	NULL	NULL	NULL	1.09106
NULL	2050-7526	J MATER CHEM C	Journal of Materials Chemistry C	2014	NULL	PM	ISI	NULL	NULL	NULL	NULL	NULL	0.0152489	0.88375	1.00558	0.793214	3827	NULL	955	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	NULL	NULL	NULL	NULL	NULL	NULL	1.70787
NULL	0899-1561	J MATER CIVIL ENG	JOURNAL OF MATERIALS IN CIVIL ENGINEERING	2014	Sci	FA IM B1	ISI	NULL	NULL	NULL	NULL	NULL	0.00707501	0.768304	0.51273	0.508929	997	NULL	869	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	751.00	United-States	1989	American-Society-of-Civil-Engineers	NULL	NULL	0.792401
NULL	1438-4957	J MATER CYCLES WASTE	Journal of Material Cycles and Waste Management	2014	Sci	JA	ISI	NULL	NULL	NULL	NULL	NULL	0.00091221	0.286071	0.228877	0.227589	199	NULL	251	NULL	0	2016-02-10 17:40:35	NULL	0	268.00		0		NULL	NULL	0.102168
NULL	0738-7989	J MATER EDUC	Journal of Materials Education	2014	NULL	HB	ISI	NULL	NULL	NULL	NULL	NULL	0.000176713	0.0560714	0.166102	0.155536	38	NULL	67	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	NULL	NULL	NULL	NULL	NULL	NULL	0.0197919
NULL	1059-9495	J MATER ENG PERFORM	JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE	2014	Sci	B1	ISI	NULL	NULL	NULL	NULL	NULL	0.00665394	0.7575	0.292833	0.298482	1176	NULL	1431	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1912.00	United-States	1979	A-S-M-International	NULL	NULL	0.745242
NULL	0924-0136	J MATER PROCESS TECH	JOURNAL OF MATERIALS PROCESSING TECHNOLOGY	2014	Sci	IJ IK B1	ISI	NULL	NULL	NULL	NULL	NULL	0.0217891	0.921071	0.754377	0.6825	3903	NULL	1819	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	6854.00	Switzerland	1977	Elsevier-S-A	NULL	NULL	2.44038
NULL	0884-2914	J MATER RES	JOURNAL OF MATERIALS RESEARCH	2014	Sci	B1	ISI	NULL	NULL	NULL	NULL	NULL	0.0173398	0.898929	0.575044	0.559018	3160	NULL	1899	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1260.00	United-States	1986	Materials-Research-Society	NULL	NULL	1.94206
NULL	0022-2461	J MATER SCI	JOURNAL OF MATERIALS SCIENCE	2014	Sci	B1	ISI	NULL	NULL	NULL	NULL	NULL	0.0422121	0.963929	0.591936	0.572143	9238	NULL	4491	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	10611.00	United-States	1966	Springer-New-York-LLC	NULL	NULL	4.72775
NULL	1005-0302	J MATER SCI TECHNOL	JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY	2014	Sci	B1 PZ	ISI	NULL	NULL	NULL	NULL	NULL	0.0060888	0.739821	0.423238	0.428571	1370	NULL	906	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00	PEOPLES R CHINA	0		NULL	NULL	0.681946
NULL	0957-4522	J MATER SCI-MATER EL	JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS	2014	Sci	IQ B1 UB UK	ISI	NULL	NULL	NULL	NULL	NULL	0.00756626	0.78	0.247789	0.249375	1928	NULL	1923	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1652.00	United-States	1990	Springer-New-York-LLC	NULL	NULL	0.847421
NULL	0957-4530	J MATER SCI-MATER M	JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE	2014	Sci	IG QE	ISI	NULL	NULL	NULL	NULL	NULL	0.0139409	0.871429	0.585303	0.567232	3912	NULL	1500	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	2100.00	United-States	0	Springer-New-York-LLC	NULL	NULL	1.56138
NULL	1476-7058	J MATERN-FETAL NEO M	Journal of Maternal-Fetal & Neonatal Medicine	2014	Sci	SD	ISI	NULL	NULL	NULL	NULL	NULL	0.0131892	0.864375	0.438318	0.443393	2402	NULL	1895	NULL	0	2016-02-10 17:40:35	MEDICINE	2	1260.00	United-Kingdom	2002	Taylor-&-Francis-Ltd	NULL	NULL	1.47719
NULL	0022-247X	J MATH ANAL APPL	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS	2014	Sci	PN PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.0493909	0.970893	0.757177	0.684196	4061	NULL	4108	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	7668.00	United-States	1960	Academic-Press	NULL	NULL	5.53178
NULL	0303-6812	J MATH BIOL	JOURNAL OF MATHEMATICAL BIOLOGY	2014	Sci	CU MC	ISI	NULL	NULL	NULL	NULL	NULL	0.00802423	0.790357	1.18904	0.847321	894	NULL	425	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	1682.00	Germany	0	Springer-Verlag	NULL	NULL	0.898713
NULL	0259-9791	J MATH CHEM	JOURNAL OF MATHEMATICAL CHEMISTRY	2014	Sci	A3 B4	ISI	NULL	NULL	NULL	NULL	NULL	0.00488946	0.695357	0.36877	0.378839	590	NULL	835	NULL	0	2016-02-10 17:40:35	COMPUTER SCIENCE	26	1597.00	Netherlands	1987	Springer-Verlag-Dordrecht	NULL	NULL	0.54762
NULL	0304-4068	J MATH ECON	JOURNAL OF MATHEMATICAL ECONOMICS	2014	Sci SS	B4	ISI	NULL	NULL	NULL	NULL	NULL	0.00426187	0.666518	0.729345	0.668304	186	NULL	368	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	2043.00	Netherlands	1974	Elsevier-BV-	NULL	NULL	0.477329
NULL	1422-6928	J MATH FLUID MECH	Journal of Mathematical Fluid Mechanics	2014	Sci	B4 PU UF	ISI	NULL	NULL	NULL	NULL	NULL	0.00359537	0.624018	1.26494	0.863125	202	NULL	179	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	382.00	Switzerland	1999	Birkhaeuser-Verlag-AG	NULL	NULL	0.402681
NULL	0924-9907	J MATH IMAGING VIS	JOURNAL OF MATHEMATICAL IMAGING AND VISION	2014	Sci	EP A7 PN	ISI	NULL	NULL	NULL	NULL	NULL	0.00578129	0.729375	1.25982	0.862679	491	NULL	289	NULL	0	2016-02-10 17:40:35	NULL	0	1319.00	United-States	1991	Springer-New-York-LLC	NULL	NULL	0.647505
NULL	1846-579X	J MATH INEQUAL	Journal of Mathematical Inequalities	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00110555	0.331518	0.226788	0.224643	122	NULL	307	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	0.00		0		NULL	NULL	0.123821
NULL	0219-0613	J MATH LOG	Journal of Mathematical Logic	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.000896372	0.280804	1.48554	0.896518	28	NULL	38	NULL	0	2016-02-10 17:40:35	NULL	0	151.00		0		NULL	NULL	0.100394
NULL	1745-9737	J MATH MUSIC	Journal of Mathematics and Music	2014	Sci	B4	ISI	NULL	NULL	NULL	NULL	NULL	0.0001063	0.0311607	0.128739	0.115	13	NULL	52	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	248.40		0		NULL	NULL	0.0119056
NULL	0022-2488	J MATH PHYS	JOURNAL OF MATHEMATICAL PHYSICS	2014	Sci	UR	ISI	NULL	NULL	NULL	NULL	NULL	0.02687	0.938929	0.662825	0.621607	2463	NULL	2553	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	3680.00	United-States	1960	American-Institute-of-Physics	NULL	NULL	3.00944
NULL	1812-9471	J MATH PHYS ANAL GEO	Journal of Mathematical Physics Analysis Geometry	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000307954	0.10125	0.176309	0.1675	16	NULL	110	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	0.00		0		NULL	NULL	0.0344908
NULL	0022-2496	J MATH PSYCHOL	JOURNAL OF MATHEMATICAL PSYCHOLOGY	2014	Sci SS	B4	ISI	NULL	NULL	NULL	NULL	NULL	0.0038112	0.640714	1.23086	0.856786	432	NULL	195	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	1224.00	United-States	1964	Academic-Press	NULL	NULL	0.426855
NULL	0021-7824	J MATH PURE APPL	JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES	2014	Sci	PN PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00959209	0.821429	2.07588	0.941339	483	NULL	291	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	1281.00	France	1836	Elsevier-France-	NULL	NULL	1.07431
NULL	0025-5645	J MATH SOC JPN	JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN	2014	Sci	PQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00295013	0.579286	0.790596	0.701786	129	NULL	235	NULL	0	2016-02-10 17:40:35	MATHEMATICS	8	286.00	Japan	1948	Nihon-Sugakkai	NULL	NULL	0.330415
NULL	0022-250X	J MATH SOCIOL	JOURNAL OF MATHEMATICAL SOCIOLOGY	2014	Sci SS	B4	ISI	NULL	NULL	NULL	NULL	NULL	0.000303547	0.0999107	0.335376	0.342411	35	NULL	57	NULL	0	2016-02-10 17:40:35	SOCIOLOGY	19	1575.90	United-States	1971	Taylor-&-Francis-Inc	NULL	NULL	0.0339973
NULL	1727-7191	J MECH	JOURNAL OF MECHANICS	2014	Sci	PU	ISI	NULL	NULL	NULL	NULL	NULL	0.000725855	0.233304	0.138943	0.125893	124	NULL	329	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	347.00	TAIWAN	0		NULL	NULL	0.0812958
NULL	1751-6161	J MECH BEHAV BIOMED	Journal of the Mechanical Behavior of Biomedical Materials	2014	Sci	IG QE	ISI	NULL	NULL	NULL	NULL	NULL	0.0125002	0.858125	0.936057	0.76875	2483	NULL	841	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	1135.00		0		NULL	NULL	1.40002
NULL	1050-0472	J MECH DESIGN	JOURNAL OF MECHANICAL DESIGN	2014	Sci	IU	ISI	NULL	NULL	NULL	NULL	NULL	0.00590465	0.73375	0.523005	0.516964	739	NULL	711	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	250.00	United-States	1978	A-S-M-E-International	NULL	NULL	0.661321
NULL	1559-3959	J MECH MATER STRUCT	Journal of Mechanics of Materials and Structures	2014	Sci	B1 PU	ISI	NULL	NULL	NULL	NULL	NULL	0.00196573	0.478393	0.407221	0.414018	277	NULL	304	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	540.00		0		NULL	NULL	0.220161
NULL	0219-5194	J MECH MED BIOL	Journal of Mechanics in Medicine and Biology	2014	Sci	DA IG	ISI	NULL	NULL	NULL	NULL	NULL	0.000842008	0.267946	0.141405	0.12875	205	NULL	375	NULL	0	2016-02-10 17:40:35	SPORTS MEDICINE	59	389.00		0		NULL	NULL	0.0943049
NULL	0022-5096	J MECH PHYS SOLIDS	JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS	2014	Sci	B1 PU UK	ISI	NULL	NULL	NULL	NULL	NULL	0.0181923	0.904107	1.80994	0.925804	2346	NULL	633	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	4758.00	United-Kingdom	1952	Pergamon	NULL	NULL	2.03753
NULL	1942-4302	J MECH ROBOT	Journal of Mechanisms and Robotics-Transactions of the ASME	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00219683	0.508036	0.482054	0.483661	244	NULL	287	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	0.00		0		NULL	NULL	0.246045
NULL	1738-494X	J MECH SCI TECHNOL	Journal of Mechanical Science and Technology	2014	Sci	IU	ISI	NULL	NULL	NULL	NULL	NULL	0.00578415	0.729554	0.183233	0.174375	1061	NULL	1988	NULL	0	2016-02-10 17:40:35	STRUCTURAL ENGINEERING	11	3076.00		0		NULL	NULL	0.647825
NULL	1452-8258	J MED BIOCHEM	Journal of Medical Biochemistry	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.000232495	0.0751786	0.0693924	0.0558036	67	NULL	211	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0260394
NULL	1609-0985	J MED BIOL ENG	Journal of Medical and Biological Engineering	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00117521	0.346786	0.244261	0.245536	268	NULL	303	NULL	0	2016-02-10 17:40:35	SPORTS MEDICINE	59	0.00		0		NULL	NULL	0.131623
NULL	0022-2623	J MED CHEM	JOURNAL OF MEDICINAL CHEMISTRY	2014	Sci	DX	ISI	NULL	NULL	NULL	NULL	NULL	0.0867068	0.986429	1.36718	0.880804	19817	NULL	3994	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	2440.00	United-States	1958	American-Chemical-Society	NULL	NULL	9.71116
NULL	1932-6181	J MED DEVICES	Journal of Medical Devices-Transactions of the ASME	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0010245	0.313036	0.204177	0.19875	153	NULL	316	NULL	0	2016-02-10 17:40:35	SPORTS MEDICINE	59	0.00		0		NULL	NULL	0.114744
NULL	0022-2585	J MED ENTOMOL	JOURNAL OF MEDICAL ENTOMOLOGY	2014	Sci	IY ZC	ISI	NULL	NULL	NULL	NULL	NULL	0.0076232	0.782054	0.540637	0.531161	1586	NULL	888	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	330.00	United-States	1964	Entomological-Society-of-America	NULL	NULL	0.853799
NULL	0306-6800	J MED ETHICS	JOURNAL OF MEDICAL ETHICS	2014	Sci SS	OO	ISI	NULL	NULL	NULL	NULL	NULL	0.00595067	0.735	0.48169	0.483036	994	NULL	778	NULL	0	2016-02-10 17:40:35	MEDICINE	2	833.44	United-Kingdom	1975	B-M-J-Publishing-Group	NULL	NULL	0.666475
NULL	1096-620X	J MED FOOD	JOURNAL OF MEDICINAL FOOD	2014	Sci	DX JY SA	ISI	NULL	NULL	NULL	NULL	NULL	0.00545964	0.719107	0.368918	0.379107	1540	NULL	932	NULL	0	2016-02-10 17:40:35	FOOD SCIENCE	37	1359.00	United-States	1998	Mary-Ann-Liebert,-Inc--Publishers	NULL	NULL	0.61148
NULL	0022-2593	J MED GENET	JOURNAL OF MEDICAL GENETICS	2014	Sci	KM	ISI	NULL	NULL	NULL	NULL	NULL	0.02403	0.929286	2.46071	0.956875	3501	NULL	615	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1135.10	United-Kingdom	1964	B-M-J-Publishing-Group	NULL	NULL	2.69136
NULL	2156-7018	J MED IMAG HEALTH IN	Journal of Medical Imaging and Health Informatics	2014	NULL	MC	ISI	NULL	NULL	NULL	NULL	NULL	0.000131817	0.0392857	0.0410962	0.0280357	39	NULL	202	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	NULL	NULL	NULL	NULL	NULL	NULL	0.0147635
NULL	1754-9477	J MED IMAG RADIAT ON	Journal of Medical Imaging and Radiation Oncology	2014	Sci	VY	ISI	NULL	NULL	NULL	NULL	NULL	0.00278214	0.564911	0.401859	0.408839	496	NULL	436	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	732.00		0		NULL	NULL	0.3116
NULL	1438-8871	J MED INTERNET RES	JOURNAL OF MEDICAL INTERNET RESEARCH	2014	Sci	HL PT	ISI	NULL	NULL	NULL	NULL	NULL	0.0136784	0.869286	1.2271	0.856161	2360	NULL	702	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00	Canada	1999	Internet-Healthcare-Coalition	NULL	NULL	1.53198
NULL	1536-5050	J MED LIBR ASSOC	JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION	2014	SS	NU	ISI	NULL	NULL	NULL	NULL	NULL	0.0011047	0.330982	0.313379	0.319375	166	NULL	222	NULL	0	2016-02-10 17:40:35	INFORMATION SCIENCE	50	190.00	United-States	1911	Medical-Library-Association	NULL	NULL	0.123726
NULL	0022-2615	J MED MICROBIOL	JOURNAL OF MEDICAL MICROBIOLOGY	2014	Sci	QU	ISI	NULL	NULL	NULL	NULL	NULL	0.0152318	0.883214	0.758299	0.684821	3037	NULL	1265	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	1440.00	United-Kingdom	1968	Society-for-General-Microbiology	NULL	NULL	1.70596
NULL	0360-5310	J MED PHILOS	JOURNAL OF MEDICINE AND PHILOSOPHY	2014	SS	HF WV	ISI	NULL	NULL	NULL	NULL	NULL	0.000909315	0.284821	0.306234	0.311429	132	NULL	187	NULL	0	2016-02-10 17:40:35	MEDICINE	2	444.00	United-States	1976	:Society-for-Health-and-Human-Values,-US	NULL	NULL	0.101843
NULL	0047-2565	J MED PRIMATOL	JOURNAL OF MEDICAL PRIMATOLOGY	2014	Sci	ZC ZM	ISI	NULL	NULL	NULL	NULL	NULL	0.00113936	0.337857	0.279197	0.283661	217	NULL	257	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1128.00	Denmark	1972	Blackwell-Munksgaard	NULL	NULL	0.127609
NULL	0969-1413	J MED SCREEN	JOURNAL OF MEDICAL SCREENING	2014	Sci	NE	ISI	NULL	NULL	NULL	NULL	NULL	0.00276052	0.562857	1.02264	0.798661	410	NULL	170	NULL	0	2016-02-10 17:40:35	MEDICINE	2	420.00	United-Kingdom	1994	Royal-Society-of-Medicine-Press-Ltd	NULL	NULL	0.309179
NULL	0148-5598	J MED SYST	JOURNAL OF MEDICAL SYSTEMS	2014	Sci	HL PT	ISI	NULL	NULL	NULL	NULL	NULL	0.00427474	0.666964	0.339912	0.348571	835	NULL	792	NULL	0	2016-02-10 17:40:35	MEDICINE	2	1510.00	United-States	1977	Springer-New-York-LLC	NULL	NULL	0.478771
NULL	1346-4523	J MED ULTRASON	Journal of Medical Ultrasonics	2014	Sci	VY	ISI	NULL	NULL	NULL	NULL	NULL	0.000345796	0.115	0.112835	0.0996429	67	NULL	193	NULL	0	2016-02-10 17:40:35	RADIOLOGY	92	375.00		0		NULL	NULL	0.0387292
NULL	0146-6615	J MED VIROL	JOURNAL OF MEDICAL VIROLOGY	2014	Sci	ZE	ISI	NULL	NULL	NULL	NULL	NULL	0.0150247	0.881518	0.664471	0.623214	3122	NULL	1424	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	6089.00	United-States	1977	John-Wiley-&-Sons,-Inc-	NULL	NULL	1.68276
NULL	0899-7764	J MEDIA ECON	JOURNAL OF MEDIA ECONOMICS	2014	SS	EU GY	ISI	NULL	NULL	NULL	NULL	NULL	0.000196616	0.0626786	0.202987	0.197589	21	NULL	61	NULL	0	2016-02-10 17:40:35	ECONOMICS	5	510.30	United-States	1988	Lawrence-Erlbaum-Associates,-Inc	NULL	NULL	0.022021
NULL	1864-1105	J MEDIA PSYCHOL-GER	Journal of Media Psychology-Theories Methods and Applications	2014	NULL	EU	ISI	NULL	NULL	NULL	NULL	NULL	0.00116688	0.345179	1.28923	0.8675	135	NULL	57	NULL	0	2016-02-10 17:40:35	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0.13069
NULL	0749-596X	J MEM LANG	JOURNAL OF MEMORY AND LANGUAGE	2014	Sci SS	VI	ISI	NULL	NULL	NULL	NULL	NULL	0.00902951	0.811964	1.80524	0.925357	1225	NULL	315	NULL	0	2016-02-10 17:40:35	PSYCHOLOGY	4	1218.00	United-States	1962	Academic-Press	NULL	NULL	1.0113
NULL	0022-2631	J MEMBRANE BIOL	JOURNAL OF MEMBRANE BIOLOGY	2014	Sci	CQ DR UM	ISI	NULL	NULL	NULL	NULL	NULL	0.00515294	0.706607	0.725987	0.665804	961	NULL	447	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	3230.00	United-States	1969	Springer-New-York-LLC	NULL	NULL	0.57713
NULL	0376-7388	J MEMBRANE SCI	JOURNAL OF MEMBRANE SCIENCE	2014	Sci	II UY	ISI	NULL	NULL	NULL	NULL	NULL	0.0603478	0.978036	1.11452	0.827857	13615	NULL	3410	NULL	0	2016-02-10 17:40:35	NULL	0	9037.00	Netherlands	1977	Elsevier-BV	NULL	NULL	6.75896
NULL	1875-6867	J MENS HEALTH	Journal of Mens Health	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00040869	0.136696	0.146239	0.134286	89	NULL	176	NULL	0	2016-02-10 17:40:35	MEDICINE	2	0.00		0		NULL	NULL	0.0457733
NULL	0963-8237	J MENT HEALTH	Journal of Mental Health	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00204832	0.489286	0.496141	0.495804	396	NULL	260	NULL	0	2016-02-10 17:40:35	PSYCHIATRY	108	0.00		0		NULL	NULL	0.229411
NULL	1091-4358	J MENT HEALTH POLICY	Journal of Mental Health Policy and Economics	2014	SS	LQ VE	ISI	NULL	NULL	NULL	NULL	NULL	0.000901672	0.282589	0.718791	0.659732	133	NULL	79	NULL	0	2016-02-10 17:40:35	PSYCHIATRY	108	710.37	Italy	1998	International-Center-of-Mental-Health-Policy-and-Economics	NULL	NULL	0.100987
NULL	1931-5872	J MENT HEALTH RES IN	Journal of Mental Health Research in Intellectual Disabilities	2014	NULL	WC	ISI	NULL	NULL	NULL	NULL	NULL	0.000434234	0.144375	0.359825	0.370893	79	NULL	76	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0486342
NULL	0263-4929	J METAMORPH GEOL	JOURNAL OF METAMORPHIC GEOLOGY	2014	Sci	KY	ISI	NULL	NULL	NULL	NULL	NULL	0.00606153	0.738839	1.52086	0.900893	899	NULL	251	NULL	0	2016-02-10 17:40:35	NULL	0	2644.00	United-Kingdom	1982	Blackwell-Publishing-Ltd-	NULL	NULL	0.678891
NULL	2095-6037	J METEOROL RES-PRC	Journal of Meteorological Research	2014	NULL	QQ	ISI	NULL	NULL	NULL	NULL	NULL	0	0.00330357	0	0.00446429	0	NULL	0	NULL	0	2016-02-10 17:40:35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0
NULL	0026-1165	J METEOROL SOC JPN	JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN	2014	Sci	QQ	ISI	NULL	NULL	NULL	NULL	NULL	0.00408746	0.657589	0.707186	0.651964	473	NULL	364	NULL	0	2016-02-10 17:40:35	NULL	0	0.00	Japan	1882	Meteorological-Society-of-Japan	NULL	NULL	0.457796
NULL	1870-249X	J MEX CHEM SOC	Journal of the Mexican Chemical Society	2014	Sci	A3	ISI	NULL	NULL	NULL	NULL	NULL	0.000496825	0.163571	0.134864	0.121518	144	NULL	232	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	0.00		0		NULL	NULL	0.0556444
NULL	1537-1646	J MICRO-NANOLITH MEM	Journal of Micro-Nanolithography MEMS and MOEMS	2014	Sci	IQ NS B1 SY	ISI	NULL	NULL	NULL	NULL	NULL	0.00169972	0.440179	0.211967	0.208304	270	NULL	505	NULL	0	2016-02-10 17:40:35	PHYSICS AND CHEMISTRY	137	380.00		0		NULL	NULL	0.190369
NULL	1225-8873	J MICROBIOL	JOURNAL OF MICROBIOLOGY	2014	Sci	QU	ISI	NULL	NULL	NULL	NULL	NULL	0.00453511	0.679375	0.418165	0.423214	934	NULL	683	NULL	0	2016-02-10 17:40:35	MOLECULAR AND CELL BIOLOGY	1	1087.00	SOUTH KOREA	0		NULL	NULL	0.507932
NULL	1017-7825	J MICROBIOL BIOTECHN	JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.00679607	0.761875	0.371202	0.381161	1646	NULL	1153	NULL	0	2016-02-10 17:40:35	NULL	0	0.00	Korea-Republic-Of	1991	Korean-Society-for-Applied-Microbiology	NULL	NULL	0.76116
NULL	1684-1182	J MICROBIOL IMMUNOL	JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION	2014			ISI	NULL	NULL	NULL	NULL	NULL	0.0033954	0.611071	0.558308	0.547054	675	NULL	383	NULL	0	2016-02-10 17:40:35	INFECTIOUS DISEASES	118	0.00		0		NULL	NULL	0.380285
